reporter_status,cell_soma_location,species,id,name,structure_layer_name,structure_area_id,structure_area_abbrev,transgenic_line,dendrite_type,apical,reconstruction_type,disease_state,donor_id,structure_hemisphere,normalized_depth
,"[317.0, 268.0, 88.0]",Homo Sapiens,539542218,H16.06.011.01.01.13.04,5,12141,MTG,,spiny,truncated,,epilepsy,539522943,right,
positive,"[9442.64188839566, 1533.1390941108, 3051.29478093834]",Mus musculus,479219923,Htr3a-Cre_NO152;Ai14-195039.03.02.01,5,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,478594004,right,0.721675069768769
positive,"[7937.54525096976, 1802.75706262253, 2204.44585564106]",Mus musculus,581741836,Esr2-IRES2-Cre;Ai14-311708.06.02.01,5,402,VISal,Esr2-IRES2-Cre,spiny,intact,,,579672504,right,
positive,"[8611.89535538945, 839.009128841649, 3226.27314500837]",Mus musculus,522418855,Vip-IRES-Cre;Ai14(IVSCC)-248520.04.02.01,2/3,385,VISp,Vip-IRES-Cre,aspiny,NA,,,520637928,right,0.342207564609458
positive,"[9236.69958653798, 1648.94520546312, 8591.3436988586]",Mus musculus,566517779,Chrna2-Cre_OE25;Ai14(IVSCC)-294466.03.01.02,5,385,VISp,Chrna2-Cre_OE25,spiny,intact,,,565087407,left,
positive,"[9139.73742487809, 1194.75517660981, 3102.20009567149]",Mus musculus,324521027,Scnn1a-Tg2-Cre;Ai14-173240.03.02.01,4,385,VISp,Scnn1a-Tg2-Cre,spiny,intact,dendrite-only,,322489562,right,0.476678097981444
positive,"[9000.0, 1338.40192336331, 2701.60544576812]",Mus musculus,500964382,Scnn1a-Tg3-Cre;Ai14-226407.02.02.01,4,385,VISp,Scnn1a-Tg3-Cre,spiny,intact,,,500829886,right,0.476867640460989
positive,"[8931.48630753209, 1016.50373495079, 7544.44879056428]",Mus musculus,502366405,Ctgf-2A-dgCre;Ai14(IVSCC)-230665.04.01.01,5,385,VISp,Ctgf-T2A-dgCre,spiny,intact,dendrite-only,,502077342,left,0.62999152627965
positive,"[8600.0, 1135.85922606658, 8298.47320535984]",Mus musculus,561552455,Htr3a-Cre_NO152;Ai14-286731.05.01.01,4,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,560752216,left,
positive,"[9551.27147523168, 1525.72407432191, 3778.61252397034]",Mus musculus,558583839,Ctgf-2A-dgCre;Ai14(IVSCC)-280861.04.02.01,6a,879,RSPd,Ctgf-T2A-dgCre,spiny,intact,,,557265275,right,
positive,"[9289.73014280556, 1127.76322617158, 7256.66336119407]",Mus musculus,590876255,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-321743.03.01.01,6a,879,RSPd,Htr3a-Cre_NO152|Pvalb-T2A-Dre,aspiny,NA,,,589751921,left,
positive,"[8214.27413042875, 1086.7709665845, 7607.05348449196]",Mus musculus,587081792,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-314232.05.01.01,6a,533,VISpm,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny,NA,,,584627985,left,
negative,"[8869.85442667183, 745.888479774701, 3993.04195021264]",Mus musculus,482726749,Nr5a1-Cre;Ai14-199362.03.02.01,4,385,VISp,Nr5a1-Cre,aspiny,NA,,,481097250,right,0.382524424848605
positive,"[8710.0, 1101.23424290107, 9142.75476444011]",Mus musculus,562630201,Ndnf-IRES2-dgCre;Ai14-290382.05.01.01,1,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,,,562296603,left,
positive,"[8067.92163089284, 1015.05220472819, 8264.59557340077]",Mus musculus,483092310,Rbp4-Cre_KL100;Ai14-196623.06.01.01,4,385,VISp,Rbp4-Cre_KL100,spiny,intact,dendrite-only,,478595242,left,0.476153861824126
positive,"[9714.61609797509, 1510.5951275978, 8316.53518921092]",Mus musculus,563220277,Sim1-Cre_KJ18;Ai14-290198.04.01.02,5,385,VISp,Sim1-Cre_KJ18,spiny,intact,,,562296688,left,
positive,"[8200.0, 915.799002988142, 7996.30696927368]",Mus musculus,569723367,Pvalb-IRES-Cre;Ai14-299135.05.01.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,full,,569392652,left,0.468929025920073
positive,"[9101.21249464524, 570.750265373756, 3952.52977224913]",Mus musculus,502359001,Cux2-CreERT2;Ai14-230637.05.01.01,2/3,385,VISp,Cux2-CreERT2,spiny,intact,full,,502077354,left,0.25856935846156
positive,"[8748.50553384182, 1280.52468655698, 2797.69073460136]",Mus musculus,514544971,Nr5a1-Cre;Ai14-241874.05.02.01,4,385,VISp,Nr5a1-Cre,spiny,intact,,,514080967,right,0.4785901926972
positive,"[8883.43364805554, 1649.78272673966, 9018.46698358518]",Mus musculus,320654829,Rorb-IRES2-Cre-D;Ai14-171056.05.01.01,5,385,VISp,Rorb-IRES2-Cre,spiny,truncated,dendrite-only,,319194402,left,0.554260376558788
positive,"[8777.78221219126, 1318.68141192528, 2702.45037956051]",Mus musculus,504647603,Rorb-IRES2-Cre-D;Ai14-234243.06.02.01,4,385,VISp,Rorb-IRES2-Cre,spiny,intact,,,503871556,right,0.496782162940664
,"[70.0, 260.0, 108.0]",Homo Sapiens,528671590,H16.06.009.01.01.18.01,3,12141,MTG,,spiny,truncated,,epilepsy,528574320,left,
positive,"[9259.62740902962, 635.640611254883, 7661.72689274173]",Mus musculus,527874431,Ndnf-IRES2-dgCre;Ai14-256187.03.01.01,2/3,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,,,526928924,left,0.102303734597342
positive,"[8066.6, 866.335, 3759.95]",Mus musculus,325480372,Scnn1a-Tg2-Cre;Ai14-174360.06.01.01,5,533,VISpm,Scnn1a-Tg2-Cre,spiny,intact,,,324234456,left,0.583368140224371
positive,"[8570.0, 655.667263277785, 3550.33223434994]",Mus musculus,564438523,Htr3a-Cre_NO152;Ai14-292832.04.02.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,563340201,right,
positive,"[9502.23134495167, 1592.43011057697, 8768.72995782156]",Mus musculus,500859045,Rorb-IRES2-Cre-D;Ai14-226103.04.01.01,4,385,VISp,Rorb-IRES2-Cre,spiny,intact,,,497082778,left,0.441956750287582
positive,"[9441.0, 1297.73530144305, 2996.69530187274]",Mus musculus,367567889,Nr5a1-Cre;Ai14-177330.03.02.01,4,385,VISp,Nr5a1-Cre,spiny,truncated,,,339692232,right,0.411894760233379
negative,"[8484.28452993131, 1018.82380442194, 3454.08503673929]",Mus musculus,486111903,Rbp4-Cre_KL100;Ai14-205727.03.02.01,5,385,VISp,Rbp4-Cre_KL100,spiny,intact,dendrite-only,,485955768,right,0.602377718610363
positive,"[8250.80321939769, 483.554062922132, 7515.41294398924]",Mus musculus,581058864,Nkx2-1-CreERT2;Ai14 (IVSCC)-311666.05.01.01,2/3,533,VISpm,Nkx2-1-CreERT2,aspiny,NA,,,579671669,left,
positive,"[8413.0, 1346.20917629584, 2816.51000601939]",Mus musculus,547336671,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271574.03.02.02,5,385,VISp,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny,NA,,,546349651,right,0.64717111604142
positive,"[8800.0, 1073.56152289669, 3274.08509153977]",Mus musculus,579671105,Pvalb-IRES-Cre;Ai14-310799.03.01.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,578230819,left,
positive,"[9400.0, 1218.2017201988, 3043.98997123384]",Mus musculus,491038812,Pvalb-IRES-Cre;Ai14-214784.03.02.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,490257625,right,0.413534782880285
positive,"[8240.37168873997, 1159.90616009403, 2658.13474694831]",Mus musculus,575774870,Chat-IRES-Cre-neo;Ai14-307622.05.02.01,4,385,VISp,Chat-IRES-Cre-neo,aspiny,NA,full,,574668416,right,0.374218443692324
positive,"[8425.0, 1141.35637311811, 8379.32247642199]",Mus musculus,329241587,Sst-IRES-Cre;Ai14-177354.05.01.01,4,385,VISp,Sst-IRES-Cre,aspiny,NA,,,325632963,left,0.573176919690467
,"[313.0, 280.0, 94.0]",Homo Sapiens,569820026,H17.03.002.11.04.02,5,12141,MTG,,spiny,truncated,full,epilepsy,569800644,right,0.624747731853187
negative,"[9010.00000000001, 1187.08389317423, 3722.67962046583]",Mus musculus,488674910,Ntsr1-Cre;Ai14-212354.03.02.01,6a,385,VISp,Ntsr1-Cre_GN220,aspiny,NA,dendrite-only,,487607548,right,0.773883027950081
positive,"[8631.59053204787, 1246.40500647901, 2224.67987850033]",Mus musculus,585948651,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315069.04.02.01,2/3,385,VISp,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny,NA,,,584628009,right,
positive,"[8930.34918411327, 1364.96763268347, 8743.85000211702]",Mus musculus,487640196,Pvalb-IRES-Cre;Ai14-212108.04.01.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,487152290,left,0.413482298400183
positive,"[8600.0, 1345.04686769752, 3063.5320307498]",Mus musculus,585753841,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-313946.05.02.01,5,385,VISp,Htr3a-Cre_NO152|Pvalb-T2A-Dre,aspiny,NA,,,584627949,right,
positive,"[9096.24053353876, 629.940468302207, 8071.63539599881]",Mus musculus,527089085,Ndnf-IRES2-dgCre;Ai14-255261.04.01.01,1,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,,,525841111,left,0.0667706779393297
positive,"[9352.83657380677, 1693.49512628763, 2664.04013727851]",Mus musculus,329554301,Rorb-IRES2-Cre-D;Ai14-176684.03.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,328927477,right,0.794005975287958
positive,"[9803.33541445937, 1353.24197236862, 3306.77156354618]",Mus musculus,562385794,Chrna2-Cre_OE25;Ai14(IVSCC)-290476.02.02.01,5,385,VISp,Chrna2-Cre_OE25,spiny,intact,,,562296788,right,
positive,"[8835.43928376598, 803.293927974393, 2845.31100242436]",Mus musculus,526939383,Ndnf-IRES2-dgCre;Ai14-255262.04.02.01,1,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,,,525841130,right,0.0521462333609365
positive,"[9163.0377682256, 1517.99993410757, 8493.8182085661]",Mus musculus,323777372,Scnn1a-Tg3-Cre;Ai14-172529.03.01.01,5,385,VISp,Scnn1a-Tg3-Cre,spiny,truncated,,,322489575,left,0.566853397795771
positive,"[8198.09466167108, 988.831005965745, 3676.16264220329]",Mus musculus,573105010,Chrna2-Cre_OE25;Ai14(IVSCC)-303511.05.02.01,5,385,VISp,Chrna2-Cre_OE25,sparsely spiny,NA,,,572806448,right,
positive,"[8019.69742012122, 1447.99516084016, 2936.55457559441]",Mus musculus,554454165,Nkx2-1-CreERT2;Ai14(BT)-278732.06.02.01,6a,385,VISp,Nkx2-1-CreERT2,aspiny,NA,,,554253176,right,
positive,"[8600.0, 1016.42288946814, 3635.06163519918]",Mus musculus,502887600,Rorb-IRES2-Cre-D;Ai14-230824.03.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,502186492,right,0.575597895514555
,"[92.0, 260.0, 67.0]",Homo Sapiens,530058283,H16.06.010.01.01.16.03,3,12142,ITG,,spiny,truncated,,epilepsy,529678110,left,
positive,"[8849.95192791777, 1204.00540619736, 8508.71311149231]",Mus musculus,487323089,Pvalb-IRES-Cre;Ai14-212109.04.02.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,487152294,left,0.501914306948201
,"[79.0, 273.0, 86.0]",Homo Sapiens,561435883,H16.06.013.11.19.01,5,12141,MTG,,sparsely spiny,NA,,epilepsy,561414332,left,
positive,"[8603.82952788547, 1251.11621437715, 2820.79878543817]",Mus musculus,480778441,Rorb-IRES2-Cre-D;Ai14-197715.06.02.01,4,385,VISp,Rorb-IRES2-Cre,spiny,intact,,,480151906,right,0.539161366548811
positive,"[8070.21205492727, 1499.07052118048, 8545.02363931161]",Mus musculus,490259892,Ntsr1-Cre;Ai14-214922.05.01.01,6a,385,VISp,Ntsr1-Cre_GN220,spiny,intact,,,489768900,left,0.918256915747581
,"[273.0, 354.0, 216.0]",Homo Sapiens,525007375,H16.03.003.01.21.01,3,12113,FroL,,spiny,intact,,epilepsy,524848408,right,
positive,"[9289.56271236614, 1703.01641637425, 2779.0257281566]",Mus musculus,583671359,Chrna2-Cre_OE25;Ai14(IVSCC)-312987.05.02.01,5,385,VISp,Chrna2-Cre_OE25,aspiny,NA,,,581535058,right,
positive,"[9504.0, 2410.58727972955, 2132.53764983648]",Mus musculus,323834998,Scnn1a-Tg3-Cre;Ai14-172530.03.01.01,6a,312782628,VISpor,Scnn1a-Tg3-Cre,aspiny,NA,dendrite-only,,322489588,right,0.757051679220423
positive,"[9489.24257509068, 1510.18021243594, 2896.81549764841]",Mus musculus,480116737,Rorb-IRES2-Cre-D;Ai14-197332.04.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,intact,dendrite-only,,479695191,right,0.524470782909893
positive,"[9390.72553342552, 2480.50756205971, 9144.28192871193]",Mus musculus,503517607,Ntsr1-Cre;Ai14-231318.05.01.01,6a,409,VISl,Ntsr1-Cre_GN220,spiny,truncated,,,502186663,left,0.940314214473842
positive,"[9163.0377682256, 1592.65253453377, 8754.56796630119]",Mus musculus,490733962,Rbp4-Cre_KL100;Ai14-215299.04.01.01,5,385,VISp,Rbp4-Cre_KL100,spiny,intact,,,490198915,left,0.620739225267675
positive,"[8800.0, 1162.67390163196, 3723.48863646477]",Mus musculus,569723405,Pvalb-IRES-Cre;Ai14-299135.03.02.01,6a,385,VISp,Pvalb-IRES-Cre,aspiny,NA,full,,569392652,right,0.778167659478627
,"[72.0, 263.0, 103.0]",Homo Sapiens,571450845,H17.06.005.12.10.06,5,12141,MTG,,spiny,truncated,,epilepsy,571364629,left,
positive,"[8400.0, 1134.04594106695, 2892.53537140333]",Mus musculus,565462089,Oxtr-2A-Cre;Ai14-293841.05.02.01,4,385,VISp,Oxtr-T2A-Cre,aspiny,NA,full,,563340165,right,0.406953778848959
positive,"[9620.54001845883, 1631.12882043594, 8942.13028261403]",Mus musculus,484629749,Pvalb-IRES-Cre;Ai14-201791.02.01.01,2/3,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,481097868,left,0.340303743058109
positive,"[9352.91586035464, 2657.01064742528, 9650.56674396677]",Mus musculus,557242105,Sim1-Cre_KJ18;Ai14-281330.03.01.01,5,312782628,VISpor,Sim1-Cre_KJ18,spiny,intact,,,555340956,left,
positive,"[8230.0, 270.916096395258, 4369.17494426528]",Mus musculus,569407114,Ndnf-IRES2-dgCre;Ai14-298344.05.02.01,1,894,RSPagl,Ndnf-IRES2-dgCre,aspiny,NA,,,567967524,right,
,"[66.0, 220.0, 105.0]",Homo Sapiens,613944404,H17.06.009.11.03.02,6,12141,MTG,,spiny,truncated,,tumor,595954915,left,
positive,"[9089.48063976613, 1390.03756791086, 8702.15149346817]",Mus musculus,490278904,Sst-IRES-Cre;Ai14-214084.02.01.01,4,385,VISp,Sst-IRES-Cre,aspiny,NA,,,489768888,left,0.482361614489715
positive,"[8892.78224916346, 708.902576139918, 8047.25042959132]",Mus musculus,579611597,Ndnf-IRES2-dgCre;Ai14-311164.04.01.01,2/3,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,,,578230846,left,
,"[335.0, 232.0, 110.0]",Homo Sapiens,611592806,H17.06.012.14.08.02,4,12141,MTG,,aspiny,NA,,epilepsy,611526465,right,
,"[322.0, 246.0, 94.0]",Homo Sapiens,542131227,H16.03.008.11.11.01,3,12141,MTG,,spiny,truncated,,epilepsy,541755848,right,
,"[326.0, 243.0, 108.0]",Homo Sapiens,587762000,H17.03.005.11.08.03,3,12141,MTG,,spiny,intact,,epilepsy,587641390,right,
positive,"[8651.0, 1679.93405391321, 2883.23655030103]",Mus musculus,574993444,Htr3a-Cre_NO152;Ai14-306203.03.02.01,6b,385,VISp,Htr3a-Cre_NO152,aspiny,NA,full,,573111215,right,0.970325689427135
positive,"[8077.62629016474, 1129.82042510838, 7635.34400991152]",Mus musculus,584271064,Oxtr-T2A-Cre;Ai14-314785.05.01.01,6a,533,VISpm,Oxtr-T2A-Cre,spiny,intact,,,583088569,left,
positive,"[8658.87974816433, 1084.89219172634, 8250.78214533609]",Mus musculus,484564503,Rorb-IRES2-Cre-D;Ai14-201965.05.01.01,4,385,VISp,Rorb-IRES2-Cre,spiny,intact,dendrite-only,,481097326,left,0.462821331428061
positive,"[8184.42334763037, 994.40964472071, 3559.8161814403]",Mus musculus,481136138,Htr3a-Cre_NO152;Ai14-200434.06.02.01,5,385,VISp,Htr3a-Cre_NO152,aspiny,NA,full,,480778272,right,0.646960786470314
positive,"[9116.43708153059, 1679.78098334696, 8930.46016008535]",Mus musculus,324466858,Sst-IRES-Cre;Ai14-173196.03.02.01,5,385,VISp,Sst-IRES-Cre,sparsely spiny,NA,dendrite-only,,322489543,left,0.698915534276443
,"[92.0, 260.0, 67.0]",Homo Sapiens,530094213,H16.06.010.01.01.08.04,5,12142,ITG,,spiny,truncated,,epilepsy,529678110,left,
positive,"[8800.0, 1171.0575471136, 7307.84591067901]",Mus musculus,598631490,Ndnf-IRES2-dgCre;Ai14-329261.04.01.01,6b,385,VISp,Ndnf-IRES2-dgCre,spiny,truncated,,,597298150,left,
positive,"[8324.2254077154, 685.047684474183, 3656.8421973905]",Mus musculus,488501071,Pvalb-IRES-Cre;Ai14-212440.05.02.01,2/3,385,VISp,Pvalb-IRES-Cre,aspiny,NA,full,,487607552,right,0.375081587622551
positive,"[8911.19128409687, 1740.16415958538, 8932.9108751448]",Mus musculus,589128508,Sim1-Cre_KJ18;Ai14-318533.06.01.01,5,385,VISp,Sim1-Cre_KJ18,spiny,intact,,,588188126,left,
positive,"[9545.86833335863, 1725.71810615114, 8516.63530489767]",Mus musculus,599222852,Tlx3-Cre_PL56;Ai14-329464.04.01.01,5,385,VISp,Tlx3-Cre_PL56,spiny,truncated,,,597397703,left,
positive,"[8749.67254163021, 1373.02929888114, 2978.1252750269]",Mus musculus,476550499,Rorb-IRES2-Cre-D;Ai14-188705.05.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,intact,,,475849788,right,0.622212623875255
positive,"[8389.99999999999, 1579.99129319907, 9332.11906373797]",Mus musculus,574968354,Htr3a-Cre_NO152;Ai14-306200.06.01.01,4,402,VISal,Htr3a-Cre_NO152,aspiny,NA,,,573111182,left,
positive,"[9064.0, 1443.98009898412, 2683.77154534119]",Mus musculus,502999078,Cux2-CreERT2;Ai14-230634.03.02.01,4,385,VISp,Cux2-CreERT2,spiny,intact,dendrite-only,,502205054,right,0.475167597436423
positive,"[9333.92178898898, 2213.45064893487, 2549.62211514518]",Mus musculus,526951157,Ctgf-2A-dgCre;Ai14(IVSCC)-255099.04.02.01,6b,385,VISp,Ctgf-T2A-dgCre,spiny,intact,,,525483216,right,0.976310844068562
,"[284.0, 361.0, 195.0]",Homo Sapiens,548461580,H16.06.012.11.06.04,4,12116,MFG,,spiny,truncated,,tumor,548298531,right,
positive,"[8600.00000000001, 956.188425080741, 3859.96423234703]",Mus musculus,575642695,Sst-IRES-Cre;Ai14-306888.04.02.01,5,385,VISp,Sst-IRES-Cre,sparsely spiny,NA,full,,574668398,right,0.700967110616241
positive,"[8014.31153236182, 1390.87730775419, 8085.19988742051]",Mus musculus,561519381,Nkx2-1-CreERT2;Ai14 (IVSCC)-286572.05.01.01,6b,385,VISp,Nkx2-1-CreERT2,aspiny,NA,,,560753226,left,
positive,"[9000.0, 1661.98076932819, 8536.64425975778]",Mus musculus,574036994,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-304714.03.01.01,6a,385,VISp,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny,NA,full,,573387321,left,0.766725252596171
positive,"[8580.00000000001, 720.286845371696, 4259.1841419237]",Mus musculus,573699831,Esr2-IRES2-Cre;Ai14-304376.03.02.01,5,533,VISpm,Esr2-IRES2-Cre,spiny,intact,,,571686496,right,
positive,"[9188.83984847008, 1098.83344104538, 7374.59037414963]",Mus musculus,586358539,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-313949.03.01.01,6a,385,VISp,Htr3a-Cre_NO152|Pvalb-T2A-Dre,aspiny,NA,,,584627961,left,
positive,"[8339.99999999994, 934.012917865146, 3361.95455551123]",Mus musculus,485889190,Rorb-IRES2-Cre-D;Ai14-204765.05.02.01,4,385,VISp,Rorb-IRES2-Cre,spiny,intact,,,485673587,right,0.444395093814112
positive,"[8177.91579045042, 399.859058327272, 3774.78611713957]",Mus musculus,593321019,Gad2-IRES-Cre;Ai14-324791.03.02.02,1,533,VISpm,Gad2-IRES-Cre,aspiny,NA,full,,592585220,right,0.0303125958219064
,"[88.0, 272.0, 74.0]",Homo Sapiens,541541635,H16.03.007.01.01.04.02,3,12141,MTG,,spiny,intact,,epilepsy,541516760,left,
positive,"[8540.0, 1109.4525634067, 8520.72926645152]",Mus musculus,490267468,Cux2-CreERT2;Ai14-213728.04.01.01,4,385,VISp,Cux2-CreERT2,spiny,intact,,,488675936,left,0.397301203682949
,"[317.0, 268.0, 88.0]",Homo Sapiens,539578371,H16.06.011.01.01.09.03,3,12141,MTG,,spiny,truncated,,epilepsy,539522943,right,
positive,"[8720.331244623, 575.258124815259, 7523.11796738766]",Mus musculus,469753383,Htr3a-Cre_NO152;Ai14-178904.04.01.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,dendrite-only,,397332081,left,0.189536547783837
positive,"[8923.8091122018, 1466.48675733389, 3341.84213109886]",Mus musculus,516327568,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-244006.06.02.01,6a,385,VISp,Nos1-CreERT2|Sst-IRES-FlpO,aspiny,NA,,,515771627,right,0.824986708211356
positive,"[8824.18296048029, 1612.61878350808, 8317.29078552093]",Mus musculus,560579916,Esr2-IR-Cre;Ai14-284905.04.01.01,6a,385,VISp,Esr2-IRES2-Cre|PhiC31-neo,spiny,truncated,,,559014291,left,
positive,"[8615.53491136087, 874.127817188177, 7537.47755359357]",Mus musculus,328535908,Sst-IRES-Cre;Ai14-175895.04.01.01,5,385,VISp,Sst-IRES-Cre,aspiny,NA,,,325632924,left,0.603445348269653
negative,"[8983.96602419027, 996.658438697648, 3458.98079377794]",Mus musculus,483020137,Nr5a1-Cre;Ai14-199361.04.02.01,4,385,VISp,Nr5a1-Cre,spiny,intact,dendrite-only,,481097262,right,0.43297248973997
positive,"[8700.0, 864.555707120965, 8098.89417079723]",Mus musculus,569794458,Vip-IRES-Cre;Ai14-299124.04.01.01,2/3,385,VISp,Vip-IRES-Cre,aspiny,NA,,,569392600,left,
positive,"[8115.1310701081, 945.126651090836, 3297.70354674288]",Mus musculus,515511110,Rbp4-Cre_KL100;Ai14-243058.05.02.01,4,385,VISp,Rbp4-Cre_KL100,spiny,intact,,,515200001,right,0.515405520269914
positive,"[8745.0, 1147.63, 8655.41]",Mus musculus,486753754,Cux2-CreERT2;Ai14-208111.04.02.01,2/3,385,VISp,Cux2-CreERT2,spiny,truncated,,,486471250,right,0.459250828826052
positive,"[8938.63789414673, 1073.08410843663, 8477.95408712789]",Mus musculus,500955426,Cux2-CreERT2;Ai14-226702.04.01.01,2/3,385,VISp,Cux2-CreERT2,spiny,intact,,,500829890,left,0.370122665204617
positive,"[9000.0, 1076.55476736359, 8088.88985810617]",Mus musculus,490170480,Cux2-CreERT2;Ai14-214870.02.01.01,4,385,VISp,Cux2-CreERT2,spiny,intact,,,489768896,left,0.52498828358261
positive,"[8359.99999999999, 936.811623966931, 3337.2038216294]",Mus musculus,487638658,Pvalb-IRES-Cre;Ai14-212108.05.02.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,487152290,right,0.45712243151398
positive,"[9100.0, 1939.334361642, 8767.16349849166]",Mus musculus,570896453,Vip-IRES-Cre;Ai14-299123.03.01.01,6a,385,VISp,Vip-IRES-Cre,sparsely spiny,NA,full,,569392587,left,0.873803546872695
positive,"[8836.83296136053, 921.225712182916, 8443.99878595551]",Mus musculus,474283475,Htr3a-Cre_NO152;Ai14-182497.04.01.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,473879677,left,0.0616681388317359
positive,"[8892.78224916347, 1095.15723976976, 3119.84621769207]",Mus musculus,502993826,Nr5a1-Cre;Ai14-231294.05.02.01,4,385,VISp,Nr5a1-Cre,spiny,intact,,,502186500,right,0.465978354059316
positive,"[8800.0, 1642.17003254715, 2763.41340671228]",Mus musculus,599434799,Pvalb-IRES-Cre;Ai14-329704.03.02.01,6a,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,597297915,right,
positive,"[8800.0, 1405.07783107306, 8945.08124807398]",Mus musculus,480187546,Sst-IRES-Cre;Ai14-197621.04.01.01,4,385,VISp,Sst-IRES-Cre,aspiny,NA,,,479918054,left,0.513515851212834
positive,"[8649.15267678555, 880.974954725532, 7774.00872210505]",Mus musculus,501014504,Rbp4-Cre_KL100;Ai14-226691.04.01.01,4,385,VISp,Rbp4-Cre_KL100,spiny,intact,,,500829894,left,0.52033685547776
positive,"[8755.21531421366, 478.772742836543, 4131.44855408101]",Mus musculus,586073683,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315072.04.02.01,2/3,533,VISpm,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny,NA,full,,584628021,right,0.134307724978814
positive,"[8915.294050819, 1516.46649559539, 2706.26426642093]",Mus musculus,321704734,Pvalb-IRES-Cre;Ai14-172101.04.01.01,5,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,320827555,right,0.608829262134066
,"[313.0, 280.0, 94.0]",Homo Sapiens,569820130,H17.03.002.11.03.01,3,12141,MTG,,spiny,intact,full,epilepsy,569800644,right,0.362049940840551
,"[322.0, 246.0, 94.0]",Homo Sapiens,542179094,H16.03.008.11.09.03,3,12141,MTG,,aspiny,NA,,epilepsy,541755848,right,
positive,"[8182.01975192279, 447.904853573119, 4184.43556760093]",Mus musculus,580145037,Vipr2-IRES2-Cre;Ai14-310513.05.02.01,2/3,533,VISpm,Vipr2-IRES2-Cre,aspiny,NA,full,,578230855,right,0.159687214208895
positive,"[8146.79779878, 1259.80710657, 8053.79970067]",Mus musculus,325941643,Rbp4-Cre_KL100;Ai14-175331.06.01.01,6a,385,VISp,Rbp4-Cre_KL100,spiny,intact,dendrite-only,,324234482,left,0.824517519898982
positive,"[8545.08821279759, 849.957845904777, 8126.08890413006]",Mus musculus,486776965,Cux2-CreERT2;Ai14-208112.05.01.01,2/3,385,VISp,Cux2-CreERT2,spiny,intact,,,486471255,left,0.452888982601988
positive,"[9200.00000000001, 897.123089868578, 7517.45976103979]",Mus musculus,568767467,Vip-IRES-Cre;Ai14-296357.03.01.01,5,385,VISp,Vip-IRES-Cre,aspiny,NA,,,566650324,left,
positive,"[8880.75179078196, 1357.58527195125, 7645.79098795986]",Mus musculus,502665074,Ctgf-2A-dgCre;Ai14(IVSCC)-230664.06.01.01,6b,425,VISpl,Ctgf-T2A-dgCre,spiny,intact,,,502081958,left,0.9829543345499
,"[70.0, 260.0, 108.0]",Homo Sapiens,528758496,H16.06.009.01.01.19.02,3,12141,MTG,,spiny,intact,,epilepsy,528574320,left,
positive,"[8976.78833462404, 1190.9481850272, 4000.32103575276]",Mus musculus,502383543,Ctgf-2A-dgCre;Ai14(IVSCC)-230669.06.02.01,6b,385,VISp,Ctgf-T2A-dgCre,spiny,intact,dendrite-only,,502077349,right,0.964220271333652
positive,"[9374.06955542141, 1605.22306095075, 2444.32352055568]",Mus musculus,469864405,Scnn1a-Tg3-Cre;Ai14-180215.02.02.01,4,385,VISp,Scnn1a-Tg3-Cre,spiny,truncated,,,418778114,right,0.474533460065834
